         9799937 function calls (9765880 primitive calls) in 31.497 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      204    0.002    0.000    0.031    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/axis.py:405(_get_text1)
3229/3161    0.009    0.000    0.030    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/units.py:124(get_converter)
     1256    0.027    0.000    0.030    0.000 {built-in method matplotlib._path.convert_to_string}
      104    0.002    0.000    0.030    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/backend_bases.py:297(draw_markers)
      840    0.006    0.000    0.030    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/text.py:136(__init__)
    84137    0.029    0.000    0.029    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/backends/backend_pdf.py:287(pdfRepr)
     4681    0.004    0.000    0.029    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/transforms.py:1266(__add__)
    25002    0.029    0.000    0.029    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/emcee/ensemble.py:382(<listcomp>)
     5165    0.007    0.000    0.029    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/transforms.py:2556(composite_transform_factory)
     1382    0.017    0.000    0.029    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/backends/backend_pdf.py:2363(delta)
     2910    0.002    0.000    0.028    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/numpy/core/fromnumeric.py:2840(round_)
     1466    0.002    0.000    0.028    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/transforms.py:796(from_bounds)
     3214    0.005    0.000    0.028    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/numpy/core/fromnumeric.py:50(_wrapfunc)
     4816    0.004    0.000    0.028    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/artist.py:184(convert_xunits)
      218    0.002    0.000    0.028    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/path.py:527(get_extents)
      190    0.002    0.000    0.027    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/axis.py:528(_get_text1)
      381    0.004    0.000    0.027    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/backends/backend_pdf.py:2200(_get_font_ttf)
     1355    0.002    0.000    0.027    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/transforms.py:2012(rotate_deg)
    16191    0.015    0.000    0.027    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/transforms.py:1757(__init__)
     1476    0.003    0.000    0.026    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/transforms.py:806(from_extents)
     2910    0.003    0.000    0.026    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/numpy/core/fromnumeric.py:2771(around)
     1630    0.008    0.000    0.026    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/backend_bases.py:859(__init__)
     2444    0.008    0.000    0.025    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/artist.py:868(update)
     1355    0.011    0.000    0.025    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/transforms.py:1996(rotate)
    25002    0.025    0.000    0.025    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/emcee/ensemble.py:388(<listcomp>)
     3985    0.003    0.000    0.025    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/backend_bases.py:1087(set_foreground)
     7921    0.013    0.000    0.024    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/abc.py:178(__instancecheck__)
      204    0.002    0.000    0.024    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/axis.py:422(_get_text2)
     5205    0.015    0.000    0.024    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/font_manager.py:707(__hash__)
     2623    0.017    0.000    0.024    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/numpy/lib/twodim_base.py:140(eye)
      114    0.001    0.000    0.023    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/axis.py:1300(_copy_tick_props)
     1191    0.003    0.000    0.023    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/lines.py:1166(set_markerfacecolor)
        4    0.000    0.000    0.023    0.006 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/pyplot.py:3248(plot)
        1    0.000    0.000    0.023    0.023 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/pyplot.py:2852(errorbar)
      190    0.001    0.000    0.022    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/axis.py:543(_get_text2)
        1    0.000    0.000    0.022    0.022 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/axes/_axes.py:2685(errorbar)
        4    0.000    0.000    0.022    0.006 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/axes/_axes.py:1230(plot)
     1876    0.002    0.000    0.022    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/backends/backend_pdf.py:902(cvt)
    67529    0.020    0.000    0.022    0.000 {built-in method builtins.getattr}
   155429    0.022    0.000    0.022    0.000 {method 'append' of 'list' objects}
     4499    0.005    0.000    0.022    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/cbook/__init__.py:1999(_to_unmasked_float_array)
      143    0.002    0.000    0.021    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/patches.py:57(__init__)
     1048    0.005    0.000    0.020    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/text.py:865(get_prop_tup)
      362    0.000    0.000    0.020    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/transforms.py:279(__array__)
      112    0.000    0.000    0.020    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/spines.py:314(draw)
10060/6262    0.004    0.000    0.020    0.000 {built-in method builtins.hash}
       24    0.000    0.000    0.019    0.001 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/offsetbox.py:209(get_offset)
        8    0.001    0.000    0.019    0.002 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/legend.py:737(_findoffset)
     1128    0.001    0.000    0.019    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/backend_bases.py:797(new_gc)
       14    0.000    0.000    0.019    0.001 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/axis.py:873(set_clip_path)
      424    0.001    0.000    0.019    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/transforms.py:2801(get_transformed_points_and_affine)
     4839    0.005    0.000    0.019    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/colors.py:98(_is_nth_color)
        1    0.000    0.000    0.019    0.019 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/axes/_axes.py:935(vlines)
     2873    0.003    0.000    0.019    0.000 {method 'all' of 'numpy.ndarray' objects}
     4781    0.003    0.000    0.018    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/artist.py:193(convert_yunits)
        8    0.000    0.000    0.018    0.002 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/legend.py:1212(_find_best_position)
       70    0.001    0.000    0.018    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/axis.py:1783(_get_pixel_distance_along_axis)
1162/1050    0.006    0.000    0.018    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/transforms.py:429(bounds)
     2027    0.004    0.000    0.018    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/transforms.py:1830(frozen)
      442    0.002    0.000    0.017    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/transforms.py:2787(_revalidate)
      105    0.000    0.000    0.017    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/backends/backend_pdf.py:1538(writeObject)
  484/142    0.002    0.000    0.017    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/transforms.py:2399(frozen)
     8518    0.008    0.000    0.017    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/artist.py:288(pchanged)
      105    0.000    0.000    0.017    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/backends/backend_pdf.py:247(write)
        2    0.000    0.000    0.017    0.008 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/collections.py:1098(__init__)
      114    0.000    0.000    0.017    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/patches.py:646(__init__)
      344    0.002    0.000    0.017    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/lines.py:1234(update_from)
     1217    0.007    0.000    0.017    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/colors.py:142(_to_rgba_no_colorcycle)
     3190    0.003    0.000    0.016    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/cbook/__init__.py:2300(safe_first_element)
     3256    0.005    0.000    0.016    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/numpy/core/fromnumeric.py:2323(amin)
        2    0.001    0.000    0.016    0.008 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/collections.py:1200(set_segments)
     2873    0.001    0.000    0.016    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/numpy/core/_methods.py:40(_all)
       56    0.000    0.000    0.016    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/axis.py:209(set_clip_path)
      114    0.001    0.000    0.016    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/backends/backend_pdf.py:2072(draw_text_simple)
     3422    0.008    0.000    0.016    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/transforms.py:2375(__init__)
    23436    0.016    0.000    0.016    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/transforms.py:83(__init__)
      112    0.000    0.000    0.016    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/ticker.py:2484(__init__)
        7    0.000    0.000    0.016    0.002 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/axes/_base.py:1768(add_line)
     4045    0.001    0.000    0.016    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/numpy/core/_methods.py:28(_amin)
      112    0.001    0.000    0.015    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/ticker.py:1797(__init__)
      268    0.001    0.000    0.015    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/markers.py:722(_set_tickdown)
2866/2835    0.003    0.000    0.015    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/transforms.py:2652(get_matrix)
      224    0.001    0.000    0.015    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/ticker.py:1870(set_params)
       35    0.001    0.000    0.015    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/axis.py:1834(_update_label_position)
       35    0.001    0.000    0.015    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/axis.py:2180(_update_label_position)
      123    0.003    0.000    0.015    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/transforms.py:731(intersection)
      378    0.014    0.000    0.014    0.000 {method 'draw_glyphs_to_bitmap' of 'matplotlib.ft2font.FT2Font' objects}
      592    0.002    0.000    0.014    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/transforms.py:1540(transform_path_non_affine)
      245    0.000    0.000    0.014    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/backends/backend_pdf.py:633(endStream)
     1122    0.006    0.000    0.014    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/path.py:170(_fast_from_codes_and_verts)
     1960    0.004    0.000    0.014    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/numpy/core/fromnumeric.py:37(_wrapit)
    52/28    0.001    0.000    0.014    0.001 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/offsetbox.py:447(get_extent_offsets)
      231    0.001    0.000    0.014    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/backends/backend_pdf.py:395(end)
     6664    0.012    0.000    0.014    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/transforms.py:162(set_children)
2712/2709    0.002    0.000    0.014    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/transforms.py:1778(transform)
        7    0.000    0.000    0.014    0.002 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/axes/_base.py:1797(_update_line_limits)
      813    0.004    0.000    0.014    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/numpy/lib/stride_tricks.py:195(broadcast_arrays)
      113    0.001    0.000    0.014    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/transforms.py:1321(contains_branch)
        4    0.000    0.000    0.014    0.003 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/offsetbox.py:259(get_window_extent)
      105    0.000    0.000    0.013    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/transforms.py:1341(contains_branch_seperately)
    51703    0.013    0.000    0.013    0.000 {built-in method builtins.abs}
     3291    0.004    0.000    0.013    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/numpy/core/fromnumeric.py:2222(amax)
      240    0.001    0.000    0.013    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/markers.py:702(_set_tickleft)
  286/143    0.001    0.000    0.013    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/transforms.py:2485(inverted)
      826    0.004    0.000    0.013    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/numpy/lib/shape_base.py:330(column_stack)
     2444    0.002    0.000    0.013    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/artist.py:901(<listcomp>)
        1    0.000    0.000    0.013    0.013 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/pyplot.py:3360(scatter)
        1    0.000    0.000    0.013    0.013 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/axes/_axes.py:3795(scatter)
        2    0.001    0.000    0.013    0.006 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/collections.py:1213(<listcomp>)
     3940    0.004    0.000    0.013    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/artist.py:66(_stale_axes_callback)
       35    0.001    0.000    0.013    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/figure.py:429(_set_dpi)
     1447    0.003    0.000    0.013    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/transforms.py:343(xmin)
     3604    0.003    0.000    0.013    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/re.py:169(match)
    24/16    0.000    0.000    0.012    0.001 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/offsetbox.py:370(get_extent_offsets)
     4295    0.001    0.000    0.012    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/numpy/core/_methods.py:25(_amax)
2792/2789    0.005    0.000    0.012    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/transforms.py:1858(transform_affine)
    52/28    0.000    0.000    0.012    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/offsetbox.py:455(<listcomp>)
     1192    0.005    0.000    0.012    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/lines.py:1053(set_linestyle)
     1375    0.001    0.000    0.012    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/font_manager.py:717(__eq__)
      268    0.001    0.000    0.012    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/markers.py:716(_set_tickup)
    52/20    0.000    0.000    0.012    0.001 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/offsetbox.py:252(get_extent)
